Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost
SO17137,43928,Distributor,USD,25,18,18,4,475.77,339.83
SO17138,43945,In-Store,USD,13,362,5,6,204.02,145.73
SO17139,43846,In-Store,USD,5,17,19,9,591.38,422.42
SO17140,43890,Wholesale,USD,17,252,27,4,431.13,307.95
SO17141,43863,In-Store,USD,5,363,25,8,254.78,181.99
SO17142,43928,In-Store,USD,16,123,5,2,218.82,156.30
SO17143,43960,Online,USD,8,265,14,2,612.64,437.60
SO17144,43854,Online,USD,21,271,23,6,295.56,211.12
SO17145,43850,Wholesale,USD,8,317,13,9,501.13,357.95
SO17146,43909,Distributor,USD,19,330,42,5,587.09,419.35
SO17147,43927,Wholesale,USD,2,274,15,4,319.17,227.98
SO17148,43961,Distributor,USD,14,284,29,1,370.29,264.49
SO17149,43849,Wholesale,USD,4,247,33,1,314.25,224.46
SO17150,43901,Wholesale,USD,12,354,17,9,159.07,113.62
SO17151,43868,Online,USD,14,114,38,2,185.45,132.47
SO17152,43970,Online,USD,17,15,30,10,640.92,457.80
SO17153,43908,In-Store,USD,20,91,20,7,520.15,371.53
SO17154,43961,Online,USD,23,133,4,9,621.29,443.78
SO17155,43927,In-Store,USD,10,365,8,6,193.31,138.08
SO17156,43879,Distributor,USD,18,223,7,4,567.09,405.06
SO17157,43965,Online,USD,4,346,9,8,516.71,369.08
SO17158,43868,Online,USD,13,127,7,2,429.67,306.91
SO17159,43861,In-Store,USD,13,36,9,9,497.24,355.17
SO17160,43930,In-Store,USD,23,141,34,5,593.32,423.80
SO17161,43838,Wholesale,USD,4,215,38,3,254.17,181.55
SO17162,43907,Online,USD,2,270,17,7,391.03,279.31
SO17163,43892,Distributor,USD,11,81,24,9,211.12,150.80
SO17164,43884,In-Store,USD,12,144,9,9,278.09,198.63
SO17165,43870,Wholesale,USD,16,253,22,8,336.94,240.67
SO17166,43862,Wholesale,USD,8,114,28,4,351.77,251.27
SO17167,43919,In-Store,USD,5,32,26,7,328.03,234.31
SO17168,43866,Wholesale,USD,5,97,4,2,556.15,397.25
SO17169,43927,Distributor,USD,24,329,1,7,246.54,176.10
SO17170,43872,Distributor,USD,9,165,22,2,520.84,372.03
SO17171,43833,In-Store,USD,9,230,26,8,252.48,180.34
SO17172,43867,Wholesale,USD,26,12,22,3,615.13,439.38
SO17173,43967,Online,USD,18,254,41,1,196.93,140.67
SO17174,43963,Online,USD,18,7,9,5,412.92,294.95
SO17175,43874,Distributor,USD,13,110,44,6,469.70,335.50
SO17176,43903,Distributor,USD,4,45,45,2,408.33,291.66
SO17177,43877,Wholesale,USD,18,127,36,3,610.01,435.72
SO17178,43914,In-Store,USD,11,190,34,8,421.90,301.36
SO17179,43955,Wholesale,USD,15,247,40,7,330.36,235.97
SO17180,43901,Online,USD,14,235,43,4,286.82,204.87
SO17181,43961,Wholesale,USD,1,46,6,9,213.37,152.41
SO17182,43924,Wholesale,USD,10,169,10,9,513.56,366.83
SO17183,43941,Distributor,USD,24,96,46,2,469.42,335.30
SO17184,43931,Distributor,USD,24,317,2,10,255.77,182.70
SO17185,43944,Distributor,USD,17,271,19,1,275.32,196.66
SO17186,43952,Distributor,USD,2,11,25,4,546.53,390.38
SO17187,43968,Wholesale,USD,6,217,32,1,340.30,243.07
SO17188,43863,Online,USD,2,10,6,4,358.03,255.74
SO17189,43840,In-Store,USD,3,16,41,5,448.15,320.11
SO17190,43849,In-Store,USD,9,350,14,7,217.50,155.36
SO17191,43880,Distributor,USD,25,195,12,3,383.23,273.73
SO17192,43831,Online,USD,14,122,1,1,180.93,129.23
SO17193,43947,In-Store,USD,7,4,22,10,247.65,176.89
SO17194,43839,In-Store,USD,17,240,42,1,634.68,453.34
SO17195,43929,Wholesale,USD,21,321,28,6,310.92,222.09
SO17196,43965,In-Store,USD,23,77,45,2,492.39,351.71
SO17197,43959,In-Store,USD,21,332,5,3,156.87,112.05
SO17198,43969,Wholesale,USD,11,235,43,5,505.48,361.06
SO17199,43835,Online,USD,16,61,43,10,525.46,375.33
SO17200,43860,Distributor,USD,11,308,1,5,493.24,352.32
SO17201,43956,Online,USD,13,277,3,9,350.13,250.09
SO17202,43900,Wholesale,USD,16,51,39,5,465.46,332.47
SO17203,43859,Online,USD,11,286,44,6,153.43,109.59
SO17204,43916,In-Store,USD,21,334,43,9,204.80,146.29
SO17205,43895,Distributor,USD,24,18,35,9,544.31,388.79
SO17206,43957,Wholesale,USD,20,365,39,6,518.59,370.42
SO17207,43949,Wholesale,USD,23,92,5,6,216.30,154.50
SO17208,43962,Online,USD,3,235,4,9,476.70,340.50
SO17209,43912,Online,USD,13,254,25,4,476.34,340.25
SO17210,43936,In-Store,USD,26,296,47,4,608.61,434.72
SO17211,43971,In-Store,USD,16,308,13,6,413.10,295.07
SO17212,43914,Distributor,USD,26,17,36,2,614.94,439.24
SO17213,43892,Distributor,USD,17,76,4,2,505.98,361.42
SO17214,43917,Distributor,USD,10,117,32,8,313.83,224.17
SO17215,43839,Distributor,USD,8,139,22,7,537.26,383.75
SO17216,43846,Wholesale,USD,11,164,35,9,644.27,460.19
SO17217,43849,Wholesale,USD,4,69,35,2,339.83,242.74
SO17218,43913,Distributor,USD,21,23,6,8,170.01,121.44
SO17219,43833,In-Store,USD,15,125,46,2,515.78,368.42
SO17220,43959,In-Store,USD,6,90,44,4,188.72,134.80
SO17221,43874,In-Store,USD,26,1,14,8,385.59,275.42
SO17222,43848,Distributor,USD,15,89,19,4,613.60,438.29
SO17223,43883,Distributor,USD,12,60,32,2,573.65,409.75
SO17224,43973,Online,USD,7,340,23,5,483.47,345.33
SO17225,43979,Online,USD,8,275,39,9,225.59,161.14
SO17226,43885,Wholesale,USD,20,325,24,4,549.19,392.28
SO17227,43968,Online,USD,22,308,31,9,521.42,372.44
SO17228,43930,Distributor,USD,15,123,3,8,499.86,357.04
SO17229,43976,In-Store,USD,11,167,46,9,221.54,158.25
SO17230,43877,Online,USD,14,81,36,4,551.18,393.70
SO17231,43930,Online,USD,10,269,44,2,170.15,121.54
SO17232,43964,Distributor,USD,24,70,12,6,209.80,149.86
SO17233,43849,Wholesale,USD,15,193,21,7,238.57,170.41
SO17234,43919,Online,USD,17,123,23,9,178.79,127.71
SO17235,43949,Distributor,USD,16,243,33,4,372.52,266.09
SO17236,43965,Online,USD,18,312,22,6,468.31,334.51
SO17237,43861,In-Store,USD,8,170,28,6,498.45,356.03
SO17238,43877,Wholesale,USD,17,16,40,3,426.23,304.45
SO17239,43981,Distributor,USD,4,84,21,10,181.24,129.46
SO17240,43884,Wholesale,USD,17,116,42,9,516.32,368.80
SO17241,43939,Online,USD,18,294,22,1,554.16,395.83
SO17242,43865,Wholesale,USD,19,18,1,4,286.13,204.38
SO17243,43847,Wholesale,USD,11,146,35,1,645.68,461.20
SO17244,43928,Wholesale,USD,14,192,35,2,618.80,442.00
SO17245,43858,Wholesale,USD,10,119,46,3,393.61,281.15
SO17246,43846,Distributor,USD,7,118,28,4,452.31,323.08
SO17247,43966,Wholesale,USD,10,115,44,4,216.74,154.82
SO17248,43872,Distributor,USD,5,303,36,6,319.06,227.90
SO17249,43915,Distributor,USD,2,186,17,1,165.71,118.36
SO17250,43887,Wholesale,USD,11,272,8,5,634.66,453.33
SO17251,43849,Online,USD,16,145,11,8,297.05,212.18
SO17252,43943,Wholesale,USD,18,290,5,7,325.33,232.38
SO17253,43977,Distributor,USD,6,82,42,2,532.56,380.40
SO17254,43832,Distributor,USD,1,365,12,1,506.38,361.70
SO17255,43969,Online,USD,17,240,6,2,395.30,282.36
SO17256,43905,Distributor,USD,4,72,8,6,514.59,367.56
SO17257,43922,Wholesale,USD,3,260,38,8,642.03,458.59
SO17258,43936,Wholesale,USD,19,260,23,9,275.45,196.75
SO17259,43878,Distributor,USD,18,102,39,10,419.90,299.93
SO17260,43861,Wholesale,USD,1,109,1,3,566.65,404.75
SO17261,43982,In-Store,USD,23,272,24,1,233.51,166.79
SO17262,43857,In-Store,USD,10,308,43,9,379.28,270.92
SO17263,43848,Online,USD,4,164,13,8,592.88,423.49
SO17264,43876,Distributor,USD,18,130,39,7,222.49,158.92
SO17265,43895,Wholesale,USD,2,43,2,2,365.89,261.35
SO17266,43973,Online,USD,18,117,33,6,302.73,216.23
SO17267,43973,Distributor,USD,26,158,47,4,487.04,347.88
SO17268,43942,Online,USD,3,141,30,9,168.80,120.57
SO17269,43925,Distributor,USD,7,125,38,6,262.87,187.77
SO17270,43841,Distributor,USD,2,348,47,5,527.24,376.60
SO17271,43918,Distributor,USD,25,329,30,4,192.29,137.35
SO17272,43978,Wholesale,USD,23,69,21,2,542.85,387.75
SO17273,43945,Wholesale,USD,4,214,22,2,295.48,211.06
SO17274,43896,Online,USD,24,192,3,3,597.36,426.69
SO17275,43911,In-Store,USD,3,185,20,6,605.37,432.41
SO17276,43872,Distributor,USD,16,221,16,9,564.56,403.26
SO17277,43919,Wholesale,USD,17,324,11,6,580.79,414.85
SO17278,43982,Distributor,USD,21,91,33,5,318.39,227.42
SO17279,43966,In-Store,USD,19,265,2,8,337.66,241.19
SO17280,43863,Online,USD,6,11,8,2,297.80,212.71
SO17281,43976,In-Store,USD,9,219,8,5,206.98,147.84
SO17282,43917,Wholesale,USD,5,129,42,6,578.36,413.12
SO17283,43888,In-Store,USD,11,335,29,2,263.38,188.13
SO17284,43897,Distributor,USD,26,73,8,9,533.00,380.71
SO17285,43905,In-Store,USD,6,42,4,1,591.58,422.56
SO17286,43920,Online,USD,11,365,30,6,287.24,205.17
SO17287,43934,Wholesale,USD,6,242,11,1,176.95,126.39
SO17288,43934,In-Store,USD,6,64,4,5,289.95,207.11
SO17289,43912,Wholesale,USD,18,290,15,7,448.00,320.00
SO17290,43882,Online,USD,20,149,7,7,455.37,325.27
SO17291,43836,Online,USD,13,126,14,10,585.63,418.31
SO17292,43838,In-Store,USD,23,230,18,2,457.92,327.09
SO17293,43886,Distributor,USD,15,64,3,2,396.28,283.06
SO17294,43876,Distributor,USD,20,99,9,8,381.19,272.28
SO17295,43840,Online,USD,14,354,26,5,619.44,442.45
SO17296,43907,In-Store,USD,21,132,37,6,546.95,390.68
SO17297,43928,Online,USD,23,160,36,3,184.12,131.51
SO17298,43952,In-Store,USD,26,137,37,10,477.18,340.84
SO17299,43957,Wholesale,USD,20,88,47,7,575.25,410.89
SO17300,43930,In-Store,USD,17,17,46,5,574.43,410.31
SO17301,43847,In-Store,USD,5,34,37,2,542.12,387.23
SO17302,43969,Online,USD,23,179,3,9,211.05,150.75
SO17303,43859,Distributor,USD,24,332,16,4,578.24,413.03
SO17304,43945,Distributor,USD,21,103,35,7,571.96,408.54
SO17305,43915,Wholesale,USD,21,347,22,8,154.35,110.25
SO17306,43919,Wholesale,USD,22,189,18,3,180.21,128.72
SO17307,43883,In-Store,USD,22,116,23,10,370.46,264.62
SO17308,43979,Online,USD,21,300,5,7,217.38,155.27
SO17309,43833,Wholesale,USD,23,106,11,6,269.05,192.18
SO17310,43837,Distributor,USD,19,323,38,8,303.49,216.78
SO17311,43938,Wholesale,USD,3,96,20,7,226.80,162.00
SO17312,43974,Distributor,USD,16,34,44,7,596.15,425.82
SO17313,43864,Wholesale,USD,24,136,3,4,416.68,297.63
SO17314,43893,Distributor,USD,10,63,29,5,643.04,459.31
SO17315,43974,Distributor,USD,5,19,13,5,493.06,352.18
SO17316,43900,Online,USD,16,366,31,6,576.88,412.06
SO17317,43873,Wholesale,USD,11,28,11,8,265.19,189.42
SO17318,43927,Wholesale,USD,15,7,15,8,347.59,248.28
SO17319,43877,Online,USD,21,307,31,4,247.38,176.70
SO17320,43915,Distributor,USD,13,327,13,2,326.21,233.01
SO17321,43935,In-Store,USD,23,333,13,4,598.53,427.52
SO17322,43918,Wholesale,USD,4,95,34,3,227.87,162.76
SO17323,43866,Wholesale,USD,11,70,10,2,595.90,425.64
SO17324,43943,Online,USD,15,315,32,1,439.83,314.16
SO17325,43902,Wholesale,USD,24,57,5,7,412.40,294.57
SO17326,43899,In-Store,USD,12,110,15,8,447.32,319.51
SO17327,43855,Distributor,USD,7,346,21,10,578.60,413.28
SO17328,43910,Distributor,USD,6,86,6,5,196.85,140.61
SO17329,43933,Online,USD,24,142,25,8,648.29,463.06
SO17330,43898,Distributor,USD,23,286,46,3,342.05,244.32
SO17331,43923,Online,USD,2,90,40,6,214.45,153.18
SO17332,43856,Distributor,USD,20,135,47,7,448.37,320.26
SO17333,43839,In-Store,USD,12,44,46,9,537.72,384.09
SO17334,43922,Distributor,USD,21,163,38,2,370.04,264.32
SO17335,43905,In-Store,USD,20,335,8,7,164.86,117.76
SO17336,43940,Wholesale,USD,12,231,39,6,619.29,442.35
SO17337,43836,In-Store,USD,13,290,17,6,584.79,417.71
SO17338,43978,In-Store,USD,21,110,14,6,177.58,126.84
SO17339,43939,In-Store,USD,20,363,2,6,520.23,371.60
SO17340,43873,Distributor,USD,16,255,27,3,344.41,246.01
SO17341,43967,Online,USD,12,349,18,7,162.91,116.37
SO17342,43831,In-Store,USD,23,367,32,2,298.00,212.86
SO17343,43831,Online,USD,2,216,35,7,212.93,152.09
SO17344,43906,Wholesale,USD,9,15,6,2,227.76,162.69
SO17345,43869,In-Store,USD,17,267,44,7,246.83,176.31
SO17346,43859,Online,USD,7,177,30,5,468.59,334.71
SO17347,43978,In-Store,USD,2,354,18,10,563.35,402.40
SO17348,43882,Online,USD,4,264,4,3,222.15,158.68
SO17349,43943,Online,USD,4,191,37,9,257.92,184.23
SO17350,43970,Distributor,USD,6,313,5,3,577.83,412.74
SO17351,43898,Wholesale,USD,1,308,4,9,434.38,310.27
SO17352,43851,In-Store,USD,1,139,36,7,639.02,456.45
SO17353,43977,Wholesale,USD,15,352,27,8,545.65,389.75
SO17354,43935,In-Store,USD,6,202,25,9,234.84,167.74
SO17355,43839,Distributor,USD,17,359,34,6,528.99,377.85
SO17356,43952,Wholesale,USD,17,191,21,5,277.53,198.23
SO17357,43941,Online,USD,9,36,47,9,485.40,346.71
SO17358,43895,Wholesale,USD,7,260,5,8,468.07,334.34
SO17359,43840,Online,USD,24,13,30,9,298.14,212.96
SO17360,43888,Distributor,USD,1,5,43,3,189.84,135.60
SO17361,43898,Distributor,USD,3,322,12,6,208.44,148.88
SO17362,43855,Distributor,USD,16,299,28,8,539.26,385.18
SO17363,43895,In-Store,USD,2,222,34,1,484.92,346.37
SO17364,43953,In-Store,USD,2,321,11,2,557.76,398.40
SO17365,43964,In-Store,USD,14,305,35,2,453.21,323.72
SO17366,43972,In-Store,USD,17,220,3,3,393.63,281.17
SO17367,43850,Distributor,USD,2,210,39,10,282.94,202.10
SO17368,43970,Wholesale,USD,22,98,34,8,199.50,142.50
SO17369,43845,Online,USD,5,9,2,7,537.85,384.18
SO17370,43964,Wholesale,USD,1,60,3,5,229.38,163.85
SO17371,43949,In-Store,USD,2,250,13,5,631.97,451.40
SO17372,43940,In-Store,USD,16,283,12,1,209.81,149.87
SO17373,43926,In-Store,USD,20,100,5,2,465.92,332.80
SO17374,43934,In-Store,USD,1,143,5,4,192.33,137.38
SO17375,43895,Online,USD,9,132,32,5,624.83,446.31
SO17376,43969,Distributor,USD,13,334,36,6,210.29,150.21
SO17377,43978,Distributor,USD,13,212,33,3,151.48,108.20
SO17378,43856,Wholesale,USD,5,207,9,8,195.92,139.94
SO17379,43924,Online,USD,6,297,3,6,552.56,394.68
SO17380,43924,Online,USD,3,329,1,5,235.95,168.54
SO17381,43872,In-Store,USD,23,313,6,6,272.29,194.50
SO17382,43866,In-Store,USD,6,101,36,9,367.37,262.41
SO17383,43945,Distributor,USD,16,118,7,2,565.73,404.09
SO17384,43899,In-Store,USD,21,246,28,1,242.04,172.89
SO17385,43873,In-Store,USD,19,314,6,10,242.39,173.14
SO17386,43976,In-Store,USD,6,205,39,8,617.20,440.86
SO17387,43931,Online,USD,9,317,46,3,463.19,330.85
SO17388,43945,Online,USD,18,52,9,9,237.17,169.41
SO17389,43911,Distributor,USD,5,147,8,4,317.80,227.00
SO17390,43981,In-Store,USD,24,101,17,5,333.85,238.46
SO17391,43895,Online,USD,5,330,34,9,607.85,434.18
SO17392,43846,Wholesale,USD,6,267,8,1,541.58,386.84
SO17393,43958,In-Store,USD,8,299,38,7,320.59,228.99
SO17394,43866,Online,USD,13,281,43,7,207.69,148.35
SO17395,43897,Online,USD,24,174,36,4,462.93,330.66
SO17396,43846,In-Store,USD,2,38,11,5,166.75,119.11
SO17397,43979,Online,USD,20,233,24,3,492.11,351.51
SO17398,43933,Wholesale,USD,6,269,26,10,172.23,123.02
SO17399,43947,In-Store,USD,14,200,45,10,259.25,185.18
SO17400,43887,Distributor,USD,1,80,22,4,330.25,235.89
SO17401,43927,Wholesale,USD,20,205,20,8,467.53,333.95
SO17402,43918,Wholesale,USD,23,142,45,4,476.52,340.37
SO17403,43939,Online,USD,24,201,16,10,282.94,202.10
SO17404,43957,In-Store,USD,8,211,33,7,580.74,414.82
SO17405,43923,Wholesale,USD,6,242,38,6,379.60,271.14
SO17406,43958,Online,USD,24,305,40,3,377.90,269.93
SO17407,43927,Online,USD,15,85,41,6,288.30,205.93
SO17408,43862,Wholesale,USD,1,267,42,1,559.40,399.57
SO17409,43872,Online,USD,8,304,14,1,584.64,417.60
SO17410,43928,Wholesale,USD,9,258,27,7,466.94,333.53
SO17411,43836,Distributor,USD,22,273,22,7,538.95,384.96
SO17412,43955,Online,USD,1,22,45,8,383.44,273.89
SO17413,43874,Online,USD,26,175,31,5,511.85,365.61
SO17414,43885,In-Store,USD,7,25,3,5,608.63,434.73
SO17415,43965,In-Store,USD,4,347,23,10,469.21,335.15
SO17416,43913,In-Store,USD,24,291,36,4,152.93,109.24
SO17417,43910,In-Store,USD,6,184,39,6,643.78,459.85
SO17418,43931,Distributor,USD,11,207,42,2,513.84,367.03
SO17419,43862,In-Store,USD,15,367,7,7,476.76,340.54
SO17420,43852,In-Store,USD,5,95,22,9,584.92,417.80
SO17421,43874,Wholesale,USD,23,174,47,4,614.14,438.67
SO17422,43973,Distributor,USD,7,287,38,7,436.06,311.47
SO17423,43967,Distributor,USD,20,70,19,6,333.51,238.22
SO17424,43942,Distributor,USD,23,150,44,10,265.72,189.80
SO17425,43948,Distributor,USD,12,38,6,10,436.78,311.98
SO17426,43972,Distributor,USD,20,334,10,4,490.27,350.19
SO17427,43953,Online,USD,21,4,5,8,226.77,161.98
SO17428,43919,Online,USD,8,214,24,1,543.52,388.23
SO17429,43946,Distributor,USD,16,342,31,7,356.96,254.97
SO17430,43925,Distributor,USD,7,231,5,9,598.24,427.31
SO17431,43840,In-Store,USD,22,178,10,2,422.58,301.84
SO17432,43847,In-Store,USD,1,191,5,3,526.19,375.85
SO17433,43916,In-Store,USD,4,109,20,10,326.89,233.49
SO17434,43885,Wholesale,USD,14,92,14,5,558.90,399.21
SO17435,43931,Wholesale,USD,10,272,19,10,553.43,395.31
SO17436,43850,Online,USD,6,234,21,7,220.35,157.39
SO17437,43868,Distributor,USD,8,191,42,3,608.49,434.63
SO17438,43871,Online,USD,10,37,34,5,244.11,174.36
SO17439,43874,Distributor,USD,10,315,45,8,534.10,381.50
SO17440,43896,Online,USD,1,194,25,6,288.75,206.25
SO17441,43841,In-Store,USD,1,140,27,1,497.36,355.26
SO17442,43966,Wholesale,USD,2,64,4,6,420.55,300.39
SO17443,43890,Online,USD,1,338,38,3,600.80,429.15
SO17444,43902,Wholesale,USD,12,271,21,6,429.77,306.98
SO17445,43860,Wholesale,USD,24,294,38,8,178.12,127.23
SO17446,43841,Online,USD,6,5,37,8,189.99,135.71
SO17447,43907,Wholesale,USD,9,134,37,8,473.59,338.28
SO17448,43897,Distributor,USD,9,287,17,6,387.34,276.67
SO17449,43924,Online,USD,25,295,28,8,199.86,142.76
SO17450,43843,Wholesale,USD,4,313,2,5,566.68,404.77
SO17451,43960,Distributor,USD,16,200,18,8,648.00,462.86
SO17452,43905,Wholesale,USD,17,147,38,9,584.93,417.81
SO17453,43893,Online,USD,23,266,43,4,575.95,411.40
SO17454,43837,Wholesale,USD,1,4,13,1,164.11,117.22
SO17455,43852,In-Store,USD,6,208,16,7,304.91,217.79
SO17456,43876,Distributor,USD,26,32,10,9,379.93,271.38
SO17457,43854,Online,USD,13,238,6,3,510.03,364.31
SO17458,43914,In-Store,USD,19,195,35,2,525.90,375.64
SO17459,43934,In-Store,USD,22,136,44,2,355.71,254.08
SO17460,43950,Online,USD,7,310,28,5,451.21,322.30
SO17461,43927,Wholesale,USD,12,49,30,9,251.28,179.49
SO17462,43913,Wholesale,USD,14,25,22,10,560.06,400.04
SO17463,43932,In-Store,USD,16,17,11,3,600.71,429.08
SO17464,43855,Online,USD,24,75,31,8,301.98,215.70
SO17465,43951,Online,USD,6,52,44,1,569.95,407.11
SO17466,43905,Distributor,USD,10,12,15,10,617.43,441.02
SO17467,43950,Wholesale,USD,19,156,28,9,519.73,371.24
SO17468,43855,Online,USD,24,180,47,5,396.80,283.43
SO17469,43976,Online,USD,8,96,36,7,354.11,252.93
SO17470,43944,Online,USD,5,361,22,9,182.35,130.25
SO17471,43837,Distributor,USD,12,330,30,8,188.03,134.30
SO17472,43922,In-Store,USD,13,125,33,1,415.98,297.13
SO17473,43871,Wholesale,USD,15,54,23,10,343.66,245.47
SO17474,43860,Online,USD,16,97,46,6,197.67,141.19
SO17475,43957,Distributor,USD,25,184,9,7,315.41,225.29
SO17476,43847,In-Store,USD,22,171,47,5,641.11,457.94
SO17477,43889,Online,USD,1,85,45,1,476.63,340.45
SO17478,43853,Distributor,USD,21,327,35,6,504.87,360.62
SO17479,43870,Online,USD,21,86,33,4,406.67,290.48
SO17480,43855,Online,USD,3,244,17,8,459.93,328.52
SO17481,43900,In-Store,USD,23,246,16,3,366.66,261.90
SO17482,43907,Distributor,USD,17,258,25,9,415.63,296.88
SO17483,43944,Distributor,USD,14,240,39,7,554.18,395.84
SO17484,43881,In-Store,USD,17,36,34,6,503.35,359.54
SO17485,43877,In-Store,USD,14,204,16,8,406.77,290.55
SO17486,43844,Distributor,USD,1,273,25,7,410.40,293.14
SO17487,43955,In-Store,USD,8,251,8,9,349.81,249.86
SO17488,43957,In-Store,USD,15,291,2,9,398.85,284.89
SO17489,43966,Wholesale,USD,7,132,32,6,493.39,352.42
SO17490,43885,In-Store,USD,18,333,39,3,455.47,325.34
SO17491,43865,In-Store,USD,6,260,19,10,427.05,305.04
SO17492,43868,Distributor,USD,14,154,1,4,155.99,111.42
SO17493,43831,Distributor,USD,18,236,39,2,378.62,270.44
SO17494,43865,Distributor,USD,23,304,21,10,449.11,320.79
SO17495,43867,In-Store,USD,12,326,32,10,621.43,443.88
SO17496,43916,Distributor,USD,17,109,6,7,174.27,124.48
SO17497,43865,Distributor,USD,24,1,42,10,648.74,463.39
SO17498,43871,Online,USD,16,7,16,3,292.01,208.58
SO17499,43867,Wholesale,USD,1,275,4,7,260.12,185.80
SO17500,43899,Online,USD,23,244,43,7,374.24,267.31
SO17501,43852,Distributor,USD,19,105,38,2,321.00,229.28
SO17502,43839,Wholesale,USD,2,96,43,3,584.05,417.18
SO17503,43915,Online,USD,11,2,24,1,580.85,414.89
SO17504,43945,Distributor,USD,13,73,22,8,455.75,325.54
SO17505,43947,Distributor,USD,21,11,44,9,577.58,412.56
SO17506,43957,In-Store,USD,7,92,27,10,440.19,314.42
SO17507,43909,In-Store,USD,20,233,37,9,262.05,187.18
SO17508,43871,In-Store,USD,22,283,9,1,281.61,201.15
SO17509,43873,Wholesale,USD,19,63,25,8,608.92,434.94
SO17510,43889,Wholesale,USD,22,177,32,7,441.68,315.49
SO17511,43954,Wholesale,USD,7,78,42,4,597.22,426.58
SO17512,43944,Online,USD,8,175,39,9,386.35,275.96
SO17513,43976,In-Store,USD,22,2,45,1,596.20,425.86
SO17514,43862,Distributor,USD,5,145,30,7,201.58,143.98
SO17515,43837,Online,USD,14,178,31,7,273.59,195.42
SO17516,43861,Online,USD,19,324,36,4,606.35,433.11
SO17517,43888,Wholesale,USD,7,138,30,10,310.11,221.51
SO17518,43961,Wholesale,USD,1,279,16,1,564.35,403.11
SO17519,43918,Wholesale,USD,16,72,25,8,296.00,211.43
SO17520,43886,In-Store,USD,19,206,23,10,338.14,241.53
SO17521,43965,Online,USD,18,52,34,8,339.87,242.77
SO17522,43928,Wholesale,USD,24,119,35,9,419.91,299.94
SO17523,43921,In-Store,USD,2,66,32,2,519.06,370.76
SO17524,43904,Distributor,USD,15,308,15,1,425.00,303.57
SO17525,43872,Distributor,USD,19,319,30,10,441.49,315.35
SO17526,43900,Wholesale,USD,1,255,37,6,155.78,111.27
SO17527,43896,Online,USD,4,244,12,10,312.51,223.22
SO17528,43883,Distributor,USD,7,306,28,1,158.73,113.38
SO17529,43947,Online,USD,4,289,7,6,516.30,368.78
SO17530,43978,Wholesale,USD,14,179,29,7,224.56,160.40
SO17531,43858,Online,USD,13,321,2,7,353.87,252.76
SO17532,43911,Online,USD,17,254,34,8,418.83,299.17
SO17533,43861,In-Store,USD,23,1,22,2,211.68,151.20
SO17534,43979,Wholesale,USD,23,262,37,4,337.60,241.15
SO17535,43903,In-Store,USD,25,308,14,5,538.36,384.54
SO17536,43970,Online,USD,1,48,39,7,423.73,302.66
SO17537,43903,In-Store,USD,17,343,37,6,150.14,107.24
SO17538,43843,Wholesale,USD,9,153,5,2,287.02,205.01
SO17539,43922,Distributor,USD,18,178,35,1,519.00,370.71
SO17540,43902,Wholesale,USD,23,70,24,9,619.42,442.44
SO17541,43873,Distributor,USD,12,12,44,1,277.52,198.23
SO17542,43914,Wholesale,USD,2,209,19,8,391.83,279.88
SO17543,43954,Online,USD,8,350,46,5,372.02,265.73
SO17544,43866,Distributor,USD,24,90,37,1,182.26,130.19
SO17545,43833,In-Store,USD,20,263,16,1,340.52,243.23
SO17546,43902,Distributor,USD,3,78,31,2,566.44,404.60
SO17547,43969,In-Store,USD,19,70,1,9,385.50,275.36
SO17548,43926,In-Store,USD,10,105,22,9,158.08,112.91
SO17549,43835,Online,USD,13,217,11,4,489.52,349.66
SO17550,43850,Distributor,USD,22,309,23,1,516.36,368.83
SO17551,43842,Online,USD,21,280,6,1,472.27,337.34
SO17552,43970,Online,USD,11,153,25,3,213.47,152.48
SO17553,43836,Distributor,USD,18,330,6,8,503.52,359.66
SO17554,43934,Online,USD,17,22,35,5,560.12,400.08
SO17555,43973,Distributor,USD,14,346,41,10,209.02,149.30
SO17556,43836,Wholesale,USD,26,234,2,3,522.40,373.14
SO17557,43960,Wholesale,USD,26,79,23,7,643.44,459.60
SO17558,43832,Wholesale,USD,21,164,15,7,572.49,408.92
SO17559,43969,Wholesale,USD,6,13,26,9,503.73,359.80
SO17560,43913,Online,USD,23,309,3,1,271.01,193.58
SO17561,43880,Distributor,USD,20,147,30,9,626.64,447.60
SO17562,43962,In-Store,USD,13,266,21,4,555.97,397.12
SO17563,43947,Wholesale,USD,6,350,28,9,378.27,270.19
SO17564,43972,Distributor,USD,21,38,44,3,295.73,211.24
SO17565,43913,Wholesale,USD,7,300,6,1,229.70,164.07
SO17566,43875,Distributor,USD,9,45,43,10,335.42,239.58
SO17567,43901,In-Store,USD,19,19,28,6,389.33,278.09
SO17568,43850,Distributor,USD,3,63,39,7,335.57,239.69
SO17569,43877,In-Store,USD,1,283,47,1,517.38,369.56
SO17570,43866,Distributor,USD,3,15,42,5,380.07,271.48
SO17571,43868,Wholesale,USD,20,74,11,5,162.54,116.10
SO17572,43869,Online,USD,14,91,24,3,417.70,298.36
SO17573,43951,Wholesale,USD,16,79,27,6,186.95,133.53
SO17574,43896,In-Store,USD,8,342,32,8,245.71,175.51
SO17575,43971,Wholesale,USD,16,43,31,4,560.85,400.61
